BioSample	Run	ReleaseDate	LoadDate	spots	bases	spots_with_mates	avgLength	size_MB	AssemblyName	download_path	Experiment	LibraryName	LibraryStrategy	LibrarySelection	LibrarySource	LibraryLayout	InsertSize	InsertDev	Platform	Model	SRAStudy	BioProject	Study_Pubmed_id	ProjectID	Sample	SampleType	TaxID	ScientificName	SampleName	g1k_pop_code	source	g1k_analysis_group	Subject_ID	Sex	Disease	Tumor	Affection_Status	Analyte_Type	Histological_Type	Body_Site	CenterName	Submission	dbgap_study_accession	Consent	RunHash	ReadHash	uid	title	organization	taxonomy	sra	geo	batch	cell line	compound	source_name	time-point	group
SAMN06611677	SRR5352692	2018-02-26T08:47:11Z	2017-03-17T13:12:59Z	12455710	1258026710	0	101	370		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-8/SRR5352692/SRR5352692.1	SRX2648919		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP102077	PRJNA379584	2	379584	SRS2054129	simple	9606	Homo sapiens	GSM2539762							no					GEO	SRA546763		public	7209646B4C7099B2ED1008249E2C591E	138B62E7817C5AE1A9EEAC72823E8781	6611677	Fluvastatin_0.76_6 [CR04B12]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054129	GSM2539762	4	H-STS NET	Fluvastatin	H-STS NET cell line, Fluvastatin, 6h	6h	Fluvastatin.6
SAMN06611676	SRR5352693	2018-02-26T08:47:11Z	2017-03-17T13:12:54Z	11715967	1183312667	0	101	369		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-7/SRR5352693/SRR5352693.1	SRX2648920		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP102077	PRJNA379584	2	379584	SRS2054130	simple	9606	Homo sapiens	GSM2539763							no					GEO	SRA546763		public	A4AF226731A5548244438785780D54C7	11B14AE66871183C7649F1DE503256A6	6611676	Parthenolide_0.8_24 [CR04C01]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054130	GSM2539763	4	H-STS NET	Parthenolide	H-STS NET cell line, Parthenolide, 24h	24h	Parthenolide.24
SAMN06611675	SRR5352694	2018-02-26T08:47:12Z	2017-03-17T13:15:18Z	17011485	1718159985	0	101	524		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-8/SRR5352694/SRR5352694.1	SRX2648921		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP102077	PRJNA379584	2	379584	SRS2054131	simple	9606	Homo sapiens	GSM2539764							no					GEO	SRA546763		public	08CE206400E996B504B3F473C7B8B823	60897DF6C439FFAD960903B202836EBD	6611675	Parthenolide_0.8_24 [CR04C02]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054131	GSM2539764	4	H-STS NET	Parthenolide	H-STS NET cell line, Parthenolide, 24h	24h	Parthenolide.24
SAMN06611674	SRR5352695	2018-02-26T08:47:12Z	2017-03-17T13:13:36Z	13593303	1372923603	0	101	426		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-8/SRR5352695/SRR5352695.1	SRX2648922		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP102077	PRJNA379584	2	379584	SRS2054133	simple	9606	Homo sapiens	GSM2539765							no					GEO	SRA546763		public	DE12FFDB9F15384625A2283F3557FF3A	1E3BCDAC7230700B2491B0808D85FFCB	6611674	At13387_0.07_24 [CR04C03]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054133	GSM2539765	4	H-STS NET	At13387	H-STS NET cell line, At13387, 24h	24h	At13387.24
SAMN06611673	SRR5352696	2018-02-26T08:47:12Z	2017-03-17T13:13:58Z	14623525	1476976025	0	101	450		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-7/SRR5352696/SRR5352696.1	SRX2648923		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP102077	PRJNA379584	2	379584	SRS2054132	simple	9606	Homo sapiens	GSM2539766							no					GEO	SRA546763		public	EC8B289E754C5ECD608380AE18A92F20	C085FDA740943B6476F0BA7BF9F3EA3D	6611673	At13387_0.07_24 [CR04C04]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054132	GSM2539766	4	H-STS NET	At13387	H-STS NET cell line, At13387, 24h	24h	At13387.24
SAMN06611672	SRR5352697	2018-02-26T08:47:12Z	2017-03-17T13:15:08Z	16642715	1680914215	0	101	508		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-7/SRR5352697/SRR5352697.1	SRX2648924		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP102077	PRJNA379584	2	379584	SRS2054134	simple	9606	Homo sapiens	GSM2539767							no					GEO	SRA546763		public	E50FB5A9157C04E9E557D061AF2672F9	68E23D1E8E02A9A6090793317D0C23C6	6611672	BI-2536_0.009_24 [CR04C05]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054134	GSM2539767	4	H-STS NET	BI-2536	H-STS NET cell line, BI-2536, 24h	24h	BI_2536.24
SAMN06611671	SRR5352698	2018-02-26T08:47:12Z	2017-03-17T13:15:16Z	20265228	2046788028	0	101	614		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-8/SRR5352698/SRR5352698.1	SRX2648925		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP102077	PRJNA379584	2	379584	SRS2054135	simple	9606	Homo sapiens	GSM2539768							no					GEO	SRA546763		public	C9721EF16136D41F97AC3077EC588191	BE1E46EB9CF0762100EEAC4F24CC3283	6611671	BI-2536_0.009_24 [CR04C06]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054135	GSM2539768	4	H-STS NET	BI-2536	H-STS NET cell line, BI-2536, 24h	24h	BI_2536.24
SAMN06611670	SRR5352699	2018-02-26T08:47:12Z	2017-03-17T13:16:33Z	17781172	1795898372	0	101	547		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-8/SRR5352699/SRR5352699.1	SRX2648926		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP102077	PRJNA379584	2	379584	SRS2054138	simple	9606	Homo sapiens	GSM2539769							no					GEO	SRA546763		public	F2D89B21527A39E6151C669AC0F402DA	0FFCE907A8C088D0EB62F6C28E6F8771	6611670	BMS-754807_0.72_24 [CR04C07]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054138	GSM2539769	4	H-STS NET	BMS-754807	H-STS NET cell line, BMS-754807, 24h	24h	BMS_754807.24
SAMN06611669	SRR5352700	2018-02-26T08:47:12Z	2017-03-17T13:16:14Z	21166429	2137809329	0	101	641		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-7/SRR5352700/SRR5352700.1	SRX2648927		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP102077	PRJNA379584	2	379584	SRS2054136	simple	9606	Homo sapiens	GSM2539770							no					GEO	SRA546763		public	8DB7BA244F7E7C299BA7EDA1A086C9F5	BAC5574A2D69916713DCB9615E1BD53D	6611669	BMS-754807_0.72_24 [CR04C08]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054136	GSM2539770	4	H-STS NET	BMS-754807	H-STS NET cell line, BMS-754807, 24h	24h	BMS_754807.24
SAMN06611668	SRR5352701	2018-02-26T08:47:12Z	2017-03-17T13:15:48Z	18197428	1837940228	0	101	560		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-8/SRR5352701/SRR5352701.1	SRX2648928		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP102077	PRJNA379584	2	379584	SRS2054137	simple	9606	Homo sapiens	GSM2539771							no					GEO	SRA546763		public	FC3A5DC999E0857180859FAFB7E439D6	88E0B687BFA685FC3B553B594883011C	6611668	Brefeldin A_0.042_24 [CR04C11]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054137	GSM2539771	4	H-STS NET	Brefeldin A	H-STS NET cell line, Brefeldin A, 24h	24h	Brefeldin_A.24
SAMN06611667	SRR5352702	2018-02-26T08:47:12Z	2017-03-17T13:16:07Z	20691373	2089828673	0	101	631		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-7/SRR5352702/SRR5352702.1	SRX2648929		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP102077	PRJNA379584	2	379584	SRS2054139	simple	9606	Homo sapiens	GSM2539772							no					GEO	SRA546763		public	3BA70F58EE560837A157C5206FBF223D	2881F30A099DAFCDB7D51FADE53FBFBC	6611667	Brefeldin A_0.042_24 [CR04C12]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054139	GSM2539772	4	H-STS NET	Brefeldin A	H-STS NET cell line, Brefeldin A, 24h	24h	Brefeldin_A.24
SAMN06611666	SRR5352703	2018-02-26T08:47:12Z	2017-03-17T13:18:51Z	19487375	1968224875	0	101	599		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-8/SRR5352703/SRR5352703.1	SRX2648930		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP102077	PRJNA379584	2	379584	SRS2054140	simple	9606	Homo sapiens	GSM2539773							no					GEO	SRA546763		public	953CFED450D983274CA8D6E5119D5FAE	FB89EF4E1FE0D2767EE00ECF8ED8E726	6611666	DMSO__24 [CR04D01]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054140	GSM2539773	4	H-STS NET	DMSO	H-STS NET cell line, DMSO, 24h	24h	DMSO.24
SAMN06611665	SRR5352704	2018-02-26T08:47:12Z	2017-03-17T13:17:47Z	26456242	2672080442	0	101	789		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-7/SRR5352704/SRR5352704.1	SRX2648931		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP102077	PRJNA379584	2	379584	SRS2054142	simple	9606	Homo sapiens	GSM2539774							no					GEO	SRA546763		public	B4B085CA99B50ACCFEA590DD4E5D5589	6CE67FF0B06A57860B2239CB3741786D	6611665	DMSO__24 [CR04D02]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054142	GSM2539774	4	H-STS NET	DMSO	H-STS NET cell line, DMSO, 24h	24h	DMSO.24
SAMN06611664	SRR5352705	2018-02-26T08:47:12Z	2017-03-17T13:16:14Z	17971858	1815157658	0	101	519		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-7/SRR5352705/SRR5352705.1	SRX2648932		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP102077	PRJNA379584	2	379584	SRS2054141	simple	9606	Homo sapiens	GSM2539775							no					GEO	SRA546763		public	092F7B2BE148CD37E889E53C7C6CD9B6	5EBCADBEBBA9ADA123CF6194D4F9AC64	6611664	CD-437_0.236_24 [CR04D03]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054141	GSM2539775	4	H-STS NET	CD-437	H-STS NET cell line, CD-437, 24h	24h	CD_437.24
SAMN06611663	SRR5352706	2018-02-26T08:47:12Z	2017-03-17T13:13:36Z	9593009	968893909	0	101	245		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-7/SRR5352706/SRR5352706.1	SRX2648933		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP102077	PRJNA379584	2	379584	SRS2054143	simple	9606	Homo sapiens	GSM2539776							no					GEO	SRA546763		public	2CD856249BF08A59109D61B5D77FEB52	431E83762802BB3CDBB573FD4CEAFD9E	6611663	CD-437_0.236_24 [CR04D04]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054143	GSM2539776	4	H-STS NET	CD-437	H-STS NET cell line, CD-437, 24h	24h	CD_437.24
SAMN06611662	SRR5352707	2018-02-26T08:47:12Z	2017-03-17T13:14:23Z	11791428	1190934228	0	101	351		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-7/SRR5352707/SRR5352707.1	SRX2648934		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP102077	PRJNA379584	2	379584	SRS2054144	simple	9606	Homo sapiens	GSM2539777							no					GEO	SRA546763		public	68E70EF394E0B0155FCA9DA8DCDA6883	9D2F4162A3C9CA624F75BDD2B2A5579E	6611662	DBeQ_1.6_24 [CR04D05]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054144	GSM2539777	4	H-STS NET	DBeQ	H-STS NET cell line, DBeQ, 24h	24h	DBeQ.24
SAMN06611661	SRR5352708	2018-02-26T08:47:12Z	2017-03-17T13:17:45Z	16259479	1642207379	0	101	498		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-8/SRR5352708/SRR5352708.1	SRX2648935		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP102077	PRJNA379584	2	379584	SRS2054146	simple	9606	Homo sapiens	GSM2539778							no					GEO	SRA546763		public	F965158EB597E8361EE750443A66967E	1A99AFAD0CF92DD1F150DA964B82E85F	6611661	DBeQ_1.6_24 [CR04D06]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054146	GSM2539778	4	H-STS NET	DBeQ	H-STS NET cell line, DBeQ, 24h	24h	DBeQ.24
SAMN06611660	SRR5352709	2018-02-26T08:47:12Z	2017-03-17T13:14:41Z	8908131	899721231	0	101	310		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-8/SRR5352709/SRR5352709.1	SRX2648936		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP102077	PRJNA379584	2	379584	SRS2054145	simple	9606	Homo sapiens	GSM2539779							no					GEO	SRA546763		public	0F4306D5040170905EB8A2BE0BB822FC	CB03044F57D6E4CE0632C0083F7061C8	6611660	Fingolimod_4_24 [CR04D07]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054145	GSM2539779	4	H-STS NET	Fingolimod	H-STS NET cell line, Fingolimod, 24h	24h	Fingolimod.24
SAMN06611659	SRR5352710	2018-02-26T08:47:12Z	2017-03-17T13:14:12Z	10025177	1012542877	0	101	317		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-7/SRR5352710/SRR5352710.1	SRX2648937		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP102077	PRJNA379584	2	379584	SRS2054147	simple	9606	Homo sapiens	GSM2539780							no					GEO	SRA546763		public	A5F68C167BE1E09BFE46E1C09A559A5F	5D19A485519ECA0B453F7243DB7D8AAE	6611659	Fingolimod_4_24 [CR04D08]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054147	GSM2539780	4	H-STS NET	Fingolimod	H-STS NET cell line, Fingolimod, 24h	24h	Fingolimod.24
SAMN06611658	SRR5352711	2018-02-26T08:47:12Z	2017-03-17T13:17:55Z	18889225	1907811725	0	101	527		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-8/SRR5352711/SRR5352711.1	SRX2648938		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP102077	PRJNA379584	2	379584	SRS2054148	simple	9606	Homo sapiens	GSM2539781							no					GEO	SRA546763		public	A47E208594FD0DBAEF4A61AA37688606	A2FF5FEB850E9E5A01DD4C13FA93C047	6611658	Flavopiridol_0.048_24 [CR04D09]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054148	GSM2539781	4	H-STS NET	Flavopiridol	H-STS NET cell line, Flavopiridol, 24h	24h	Flavopiridol.24
SAMN06611657	SRR5352712	2018-02-26T08:47:12Z	2017-03-17T13:16:13Z	17238059	1741043959	0	101	493		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-7/SRR5352712/SRR5352712.1	SRX2648939		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP102077	PRJNA379584	2	379584	SRS2054150	simple	9606	Homo sapiens	GSM2539782							no					GEO	SRA546763		public	5B322E04B8F0AC7C00DE359BC745B0E0	6FA4011E711DAA53F6F5EA1DD2818CEE	6611657	Flavopiridol_0.048_24 [CR04D10]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054150	GSM2539782	4	H-STS NET	Flavopiridol	H-STS NET cell line, Flavopiridol, 24h	24h	Flavopiridol.24
SAMN06611656	SRR5352713	2018-02-26T08:47:12Z	2017-03-17T13:17:52Z	19984743	2018459043	0	101	563		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-7/SRR5352713/SRR5352713.1	SRX2648940		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP102077	PRJNA379584	2	379584	SRS2054149	simple	9606	Homo sapiens	GSM2539783							no					GEO	SRA546763		public	8F2D9151AA66C7285006538BBE1B1D30	16E6853CD7B860AA704213B3AE58575E	6611656	Fluvastatin_0.76_24 [CR04D11]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054149	GSM2539783	4	H-STS NET	Fluvastatin	H-STS NET cell line, Fluvastatin, 24h	24h	Fluvastatin.24
SAMN06611655	SRR5352714	2018-02-26T08:47:12Z	2017-03-17T13:16:47Z	17138908	1731029708	0	101	480		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-8/SRR5352714/SRR5352714.1	SRX2648941		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP102077	PRJNA379584	2	379584	SRS2054152	simple	9606	Homo sapiens	GSM2539784							no					GEO	SRA546763		public	B3ABBB69AFCB72FAEF62D9B9A53AEA59	A483E910C5D99A0929C736E126ADE32B	6611655	Fluvastatin_0.76_24 [CR04D12]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054152	GSM2539784	4	H-STS NET	Fluvastatin	H-STS NET cell line, Fluvastatin, 24h	24h	Fluvastatin.24
SAMN06611759	SRR5352715	2018-02-26T08:47:12Z	2017-03-17T13:21:29Z	25762647	2602027347	0	101	1663		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-8/SRR5352715/SRR5352715.1	SRX2648942		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP102077	PRJNA379584	2	379584	SRS2054151	simple	9606	Homo sapiens	GSM2539785							no					GEO	SRA546763		public	93FDCBB2DC0B4F9F25C9A6C766268803	A945C2EDD80B843254398FAA17D50029	6611759	DMSO__6 [CR05B3]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054151	GSM2539785	5	H-STS NET	DMSO	H-STS NET cell line, DMSO, 6h	6h	DMSO.6
SAMN06611752	SRR5352716	2018-02-26T08:47:12Z	2017-03-17T13:21:40Z	21116716	2132788316	0	101	1380		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-7/SRR5352716/SRR5352716.1	SRX2648943		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP102077	PRJNA379584	2	379584	SRS2054153	simple	9606	Homo sapiens	GSM2539786							no					GEO	SRA546763		public	A8BDFA019A826D5CC664822365944385	E045522BBDDA4E120D4EC3D7E2012791	6611752	DMSO__6 [CR05B4]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054153	GSM2539786	5	H-STS NET	DMSO	H-STS NET cell line, DMSO, 6h	6h	DMSO.6
SAMN06611751	SRR5352717	2018-02-26T08:47:12Z	2017-03-17T13:16:12Z	17104023	1727506323	0	101	404		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-7/SRR5352717/SRR5352717.1	SRX2648944		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP102077	PRJNA379584	2	379584	SRS2054154	simple	9606	Homo sapiens	GSM2539787							no					GEO	SRA546763		public	583D8A4C5D8E0FA0FC8F2AFBB67C28AF	00A10C4E5A989D1FA147194F2C88C1EC	6611751	Foretinib_0.214_6 [CR05A1]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054154	GSM2539787	5	H-STS NET	Foretinib	H-STS NET cell line, Foretinib, 6h	6h	Foretinib.6
SAMN06611758	SRR5352718	2018-02-26T08:47:12Z	2017-03-17T13:17:55Z	24894522	2514346722	0	101	639		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-8/SRR5352718/SRR5352718.1	SRX2648945		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP102077	PRJNA379584	2	379584	SRS2054156	simple	9606	Homo sapiens	GSM2539788							no					GEO	SRA546763		public	DA31E06CA9F64F3ABCD773696E90F2E0	4524897643100DDFF8A7521B470FD4F6	6611758	Foretinib_0.214_6 [CR05A2]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054156	GSM2539788	5	H-STS NET	Foretinib	H-STS NET cell line, Foretinib, 6h	6h	Foretinib.6
SAMN06611757	SRR5352719	2018-02-26T08:47:12Z	2017-03-17T13:17:28Z	22331635	2255495135	0	101	563		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-8/SRR5352719/SRR5352719.1	SRX2648946		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP102077	PRJNA379584	2	379584	SRS2054155	simple	9606	Homo sapiens	GSM2539789							no					GEO	SRA546763		public	AEA00AC435C7693038B35B31098A05CE	34F03CC6D840C9D26B8E442DB25F675B	6611757	GDC-0941_0.05_6 [CR05A7]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054155	GSM2539789	5	H-STS NET	GDC-0941	H-STS NET cell line, GDC-0941, 6h	6h	GDC_0941.6
SAMN06611756	SRR5352720	2018-02-26T08:47:12Z	2017-03-17T13:18:12Z	24382684	2462651084	0	101	582		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-8/SRR5352720/SRR5352720.1	SRX2648947		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP102077	PRJNA379584	2	379584	SRS2054157	simple	9606	Homo sapiens	GSM2539790							no					GEO	SRA546763		public	19DA5AC7E821D035EC4FB06D7A7B50FE	1A9F695EDBD400CC3F827460DA460C7B	6611756	GDC-0941_0.05_6 [CR05A8]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054157	GSM2539790	5	H-STS NET	GDC-0941	H-STS NET cell line, GDC-0941, 6h	6h	GDC_0941.6
SAMN06611755	SRR5352721	2018-02-26T08:47:12Z	2017-03-17T13:19:07Z	27990107	2827000807	0	101	733		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-7/SRR5352721/SRR5352721.1	SRX2648948		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP102077	PRJNA379584	2	379584	SRS2054158	simple	9606	Homo sapiens	GSM2539791							no					GEO	SRA546763		public	8BF204348EDA460D42007382E43BAA01	1864DF8956D101A4CF574523A94778D6	6611755	GSK1210151A_1.32_6 [CR05B1]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054158	GSM2539791	5	H-STS NET	GSK1210151A	H-STS NET cell line, GSK1210151A, 6h	6h	GSK1210151A.6
SAMN06611754	SRR5352722	2018-02-26T08:47:12Z	2017-03-17T13:25:01Z	21406914	2162098314	0	101	1371		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-7/SRR5352722/SRR5352722.1	SRX2648949		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP102077	PRJNA379584	2	379584	SRS2054159	simple	9606	Homo sapiens	GSM2539792							no					GEO	SRA546763		public	9DC160FBFCA392382787CA49A825BD3C	2DDD5F87BFDB9F41D9EB0689D0AB2048	6611754	GSK1210151A_1.32_6 [CR05B2]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054159	GSM2539792	5	H-STS NET	GSK1210151A	H-STS NET cell line, GSK1210151A, 6h	6h	GSK1210151A.6
SAMN06611753	SRR5352723	2018-02-26T08:47:12Z	2017-03-17T13:18:15Z	22031670	2225198670	0	101	1412		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-8/SRR5352723/SRR5352723.1	SRX2648950		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP102077	PRJNA379584	2	379584	SRS2054160	simple	9606	Homo sapiens	GSM2539793							no					GEO	SRA546763		public	4536538E2A3EA48DD6D46A3AB14E1B10	1C49E20EB5C90C96AB10493B174018A3	6611753	GSK461364_0.05_6 [CR05B7]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054160	GSM2539793	5	H-STS NET	GSK461364	H-STS NET cell line, GSK461364, 6h	6h	GSK461364.6
SAMN06611750	SRR5352724	2018-02-26T08:47:12Z	2017-03-17T13:20:00Z	23350858	2358436658	0	101	1500		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-8/SRR5352724/SRR5352724.1	SRX2648951		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP102077	PRJNA379584	2	379584	SRS2054161	simple	9606	Homo sapiens	GSM2539794							no					GEO	SRA546763		public	B6B5AE103C073F96EA74031424E7849E	329C83B6EB1D62884AD9A3FCCE0BD7EE	6611750	GSK461364_0.05_6 [CR05B8]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054161	GSM2539794	5	H-STS NET	GSK461364	H-STS NET cell line, GSK461364, 6h	6h	GSK461364.6
